sample_id,dataset_name,source_video_id,group_id,split,label,residual_sequence_path,video_id,generator_name,prompt_sha256,source_video_path,source_video_sha256,residual_sha256,sampling_mode,selected_frame_count,clip_length,clip_count,source_commit,source_config_sha256,scale_prior_schema_version,scale_prior_sha256,scale_prior_source_table_sha256,canonical_axis_schema_version,canonical_threshold_config_sha256,scale_prior_entry_id,scale_prior_confidence,sampler_version,license_status
real::YwY12NNCSG8_12_0to961,AIGVDBench,YwY12NNCSG8_12_0to961,aigvdbench:YwY12NNCSG8_12_0to961,train,0,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6WXdZMTJOTkNTRzhfMTJfMHRvOTYx/result.json,YwY12NNCSG8_12_0to961.mp4,,637f8df75f2c31455ac3b35fac0c9a7f161a93c31932c2476c0fbf8f2bf37428,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpZd1kxMk5OQ1NHOF8xMl8wdG85NjE/real.mp4,51e198f39a5a9ab7492bd8f2f2b7211364dd5ec913eedc81ac9ea78689a6d9cb,57a41ba2ee67849f322af32ddb65f52dfca549d109a14bd769d598f4cd17403e,uniform_full_video,32,8,4,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,dataset_cc_by_4_0_component_partial
open_sora::YwY12NNCSG8_12_0to961,AIGVDBench,YwY12NNCSG8_12_0to961,aigvdbench:YwY12NNCSG8_12_0to961,train,1,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpZd1kxMk5OQ1NHOF8xMl8wdG85NjE/result.json,YwY12NNCSG8_12_0to961.mp4,Open-Sora,637f8df75f2c31455ac3b35fac0c9a7f161a93c31932c2476c0fbf8f2bf37428,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpZd1kxMk5OQ1NHOF8xMl8wdG85NjE/open_sora.mp4,4686225b45f306de862530b61e74f1c7c250cb23db6a0aff1f0ef7c185841284,0007883db714cc2970dfa7b075d4fc67d028183bdaa83d53eff7343a315d13e5,uniform_full_video,32,8,4,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,dataset_cc_by_4_0_component_partial
real::jaPuP6a_SrE_0_0to675,AIGVDBench,jaPuP6a_SrE_0_0to675,aigvdbench:jaPuP6a_SrE_0_0to675,train,0,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6amFQdVA2YV9TckVfMF8wdG82NzU/result.json,jaPuP6a_SrE_0_0to675.mp4,,6e7369b3efda73a1540a01d366a7ccaa5ba134f4dade02a5477d523f9e75bf24,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpqYVB1UDZhX1NyRV8wXzB0bzY3NQ/real.mp4,7326fa6961de6f44085d9e1cc84d11de4b16a11b9fbdebd084c688e48b3d0327,f6bccd0f92887aac9afb4c82a2f20621a41beb2fa9bf64c175b41f8bb61b76bc,uniform_full_video,32,8,4,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,dataset_cc_by_4_0_component_partial
open_sora::jaPuP6a_SrE_0_0to675,AIGVDBench,jaPuP6a_SrE_0_0to675,aigvdbench:jaPuP6a_SrE_0_0to675,train,1,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpqYVB1UDZhX1NyRV8wXzB0bzY3NQ/result.json,jaPuP6a_SrE_0_0to675.mp4,Open-Sora,6e7369b3efda73a1540a01d366a7ccaa5ba134f4dade02a5477d523f9e75bf24,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpqYVB1UDZhX1NyRV8wXzB0bzY3NQ/open_sora.mp4,58fb01e3ea35a2cf2b400c6864e2c947dcff450029f58009dc620176bd097949,99f762c008141c69050f9211af508b3e1fdf7681db4f2996e31dad0df61994bd,uniform_full_video,32,8,4,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,dataset_cc_by_4_0_component_partial
real::POCazrEqYzo_57_32to255,AIGVDBench,POCazrEqYzo_57_32to255,aigvdbench:POCazrEqYzo_57_32to255,train,0,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6UE9DYXpyRXFZem9fNTdfMzJ0bzI1NQ/result.json,POCazrEqYzo_57_32to255.mp4,,7acf4af42ded076125e6512721d06033c850be75b565dfcfefd4ec652e576808,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpQT0NhenJFcVl6b181N18zMnRvMjU1/real.mp4,3503f288524c8a63def339d50ff9ce21b753a0016789f6aedd69ef0b5acfd007,c6af12b8d35e8f557beae88a5ab933383228599f4cb71c87d06fc136ae1731dc,uniform_full_video,32,8,4,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_car_length_q01_q99_v1"",""kitti_person_height_q01_q99_v1""]","{""kitti_car_length_q01_q99_v1"":""high"",""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,dataset_cc_by_4_0_component_partial
open_sora::POCazrEqYzo_57_32to255,AIGVDBench,POCazrEqYzo_57_32to255,aigvdbench:POCazrEqYzo_57_32to255,train,1,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpQT0NhenJFcVl6b181N18zMnRvMjU1/result.json,POCazrEqYzo_57_32to255.mp4,Open-Sora,7acf4af42ded076125e6512721d06033c850be75b565dfcfefd4ec652e576808,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpQT0NhenJFcVl6b181N18zMnRvMjU1/open_sora.mp4,abba2af165b6d845dbb21759b8161f465b8da5355fc62b474b7986847e8a1279,d74fe8c7a2fc28fb790865bbc8ca4e6218bdd03267f973d466c1fa191f42385c,uniform_full_video,32,8,4,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,dataset_cc_by_4_0_component_partial
real::Qqq61Iac1qc_3_0to146,AIGVDBench,Qqq61Iac1qc_3_0to146,aigvdbench:Qqq61Iac1qc_3_0to146,train,0,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6UXFxNjFJYWMxcWNfM18wdG8xNDY/result.json,Qqq61Iac1qc_3_0to146.mp4,,30b914b54078042b549372382d4fab8b45aeb7795dfd15f2f547c07ef51a3744,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpRcXE2MUlhYzFxY18zXzB0bzE0Ng/real.mp4,c08edc3087c62bf98ba968280b211439f14f7739aa3f9d895703abd046fc4f56,0b5f053033caacf016962017e483383dc04b4f3dc74046b3a01ec8ec63532213,uniform_full_video,32,8,4,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1"",""objectron_bottle_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high"",""objectron_bottle_height_q01_q99_v1"":""medium""}",uniform_full_video_integer_v1,dataset_cc_by_4_0_component_partial
open_sora::Qqq61Iac1qc_3_0to146,AIGVDBench,Qqq61Iac1qc_3_0to146,aigvdbench:Qqq61Iac1qc_3_0to146,train,1,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpRcXE2MUlhYzFxY18zXzB0bzE0Ng/result.json,Qqq61Iac1qc_3_0to146.mp4,Open-Sora,30b914b54078042b549372382d4fab8b45aeb7795dfd15f2f547c07ef51a3744,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpRcXE2MUlhYzFxY18zXzB0bzE0Ng/open_sora.mp4,851a80d06cdcb086f1127526c3c269e442d3216009acf217c96134078c05fdea,3ff59cef05cf246be4d5f1e7ea0158b153a152d1125fb42b03874fb82aeb7764,uniform_full_video,32,8,4,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,dataset_cc_by_4_0_component_partial
real::tEQCq1CcCeY_42_0to103,AIGVDBench,tEQCq1CcCeY_42_0to103,aigvdbench:tEQCq1CcCeY_42_0to103,train,0,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6dEVRQ3ExQ2NDZVlfNDJfMHRvMTAz/result.json,tEQCq1CcCeY_42_0to103.mp4,,0f87c9dba1249d9241d04252abadddca9f7a4ce52eb8df2adcad8522cbdde031,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDp0RVFDcTFDY0NlWV80Ml8wdG8xMDM/real.mp4,faf558ca9cfb0cf613ddeea41b7c5a574f08e6ae44967bbff46a1946c277e92c,2401461056e49db54b0905251a8dbcda61085a0df99d4ca85dde257344941421,uniform_full_video,32,8,4,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,[],{},uniform_full_video_integer_v1,dataset_cc_by_4_0_component_partial
open_sora::tEQCq1CcCeY_42_0to103,AIGVDBench,tEQCq1CcCeY_42_0to103,aigvdbench:tEQCq1CcCeY_42_0to103,train,1,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjp0RVFDcTFDY0NlWV80Ml8wdG8xMDM/result.json,tEQCq1CcCeY_42_0to103.mp4,Open-Sora,0f87c9dba1249d9241d04252abadddca9f7a4ce52eb8df2adcad8522cbdde031,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDp0RVFDcTFDY0NlWV80Ml8wdG8xMDM/open_sora.mp4,b2705236128840b0e83c8a9374e7a93350f057658073b93d171b9b12e19a47a7,c587a0ea3165e0c4c9213a06cd3d2e6ceb79dfeda6209176a81b3f0d500c4809,uniform_full_video,32,8,4,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_car_length_q01_q99_v1"",""kitti_person_height_q01_q99_v1""]","{""kitti_car_length_q01_q99_v1"":""high"",""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,dataset_cc_by_4_0_component_partial
real::83vzo2J09VM_89_23to153,AIGVDBench,83vzo2J09VM_89_23to153,aigvdbench:83vzo2J09VM_89_23to153,train,0,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6ODN2em8ySjA5Vk1fODlfMjN0bzE1Mw/result.json,83vzo2J09VM_89_23to153.mp4,,1a949c685e4084924305cac39d3e4628f1f9c5474e8c55d5348db0c4d7cdb29b,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDo4M3Z6bzJKMDlWTV84OV8yM3RvMTUz/real.mp4,30fda62154677440bf1e8b85c983f3b590d3bed7e42f4b3fcf41c67271c41491,019c57864b291fbe39880374a18af69d0e0cfded7916bb0b42cc92a5b2a4868c,uniform_full_video,32,8,4,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""objectron_bottle_height_q01_q99_v1""]","{""objectron_bottle_height_q01_q99_v1"":""medium""}",uniform_full_video_integer_v1,dataset_cc_by_4_0_component_partial
open_sora::83vzo2J09VM_89_23to153,AIGVDBench,83vzo2J09VM_89_23to153,aigvdbench:83vzo2J09VM_89_23to153,train,1,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjo4M3Z6bzJKMDlWTV84OV8yM3RvMTUz/result.json,83vzo2J09VM_89_23to153.mp4,Open-Sora,1a949c685e4084924305cac39d3e4628f1f9c5474e8c55d5348db0c4d7cdb29b,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDo4M3Z6bzJKMDlWTV84OV8yM3RvMTUz/open_sora.mp4,579926f5920a51cde00fcc216161600c9a3303016d2015c6b7a95011bd529c48,a997a524b0cc70addca98180db76b18651f4d94610f551f8b25b6be0fba1e20c,uniform_full_video,32,8,4,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""objectron_bottle_height_q01_q99_v1""]","{""objectron_bottle_height_q01_q99_v1"":""medium""}",uniform_full_video_integer_v1,dataset_cc_by_4_0_component_partial
real::VorMhAAW5qY_23_0to116,AIGVDBench,VorMhAAW5qY_23_0to116,aigvdbench:VorMhAAW5qY_23_0to116,train,0,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6Vm9yTWhBQVc1cVlfMjNfMHRvMTE2/result.json,VorMhAAW5qY_23_0to116.mp4,,774153e205e403f0d807e4020c6930731a0a8e14e9d50bec3970d216bed086bf,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpWb3JNaEFBVzVxWV8yM18wdG8xMTY/real.mp4,8eb90a395a0af305b7a131acdf518296433137ceddd659c999c8c61290b9ac61,953beb09f6b67b8108e9ec8f2e943107663ea0131c541a0bfa3dd192876e70b3,uniform_full_video,32,8,4,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1"",""objectron_bottle_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high"",""objectron_bottle_height_q01_q99_v1"":""medium""}",uniform_full_video_integer_v1,dataset_cc_by_4_0_component_partial
open_sora::VorMhAAW5qY_23_0to116,AIGVDBench,VorMhAAW5qY_23_0to116,aigvdbench:VorMhAAW5qY_23_0to116,train,1,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpWb3JNaEFBVzVxWV8yM18wdG8xMTY/result.json,VorMhAAW5qY_23_0to116.mp4,Open-Sora,774153e205e403f0d807e4020c6930731a0a8e14e9d50bec3970d216bed086bf,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpWb3JNaEFBVzVxWV8yM18wdG8xMTY/open_sora.mp4,c34741a090b3ca52019f63af7b152f6132b02a7736685ee3dafc682c3b223205,f4c24a6a458a73c8eb4d9c2f3dede970d6655c7b7e9d9c63c9e2bec5fc4efddb,uniform_full_video,32,8,4,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,dataset_cc_by_4_0_component_partial
real::VXBqO-nJ2SU_0_0to114,AIGVDBench,VXBqO-nJ2SU_0_0to114,aigvdbench:VXBqO-nJ2SU_0_0to114,train,0,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6VlhCcU8tbkoyU1VfMF8wdG8xMTQ/result.json,VXBqO-nJ2SU_0_0to114.mp4,,8c9c5529061a25fd9d02dc0298590b72b567fa99b35d47c9e7a721c75267b9cc,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpWWEJxTy1uSjJTVV8wXzB0bzExNA/real.mp4,960481b8a7bf486c6acdfa2679027a7f8f34325749160c7518b529397466c778,689508a7413bff8402644c1c922d3ec19328331011ebd129eaf372922bd2be15,uniform_full_video,32,8,4,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,dataset_cc_by_4_0_component_partial
open_sora::VXBqO-nJ2SU_0_0to114,AIGVDBench,VXBqO-nJ2SU_0_0to114,aigvdbench:VXBqO-nJ2SU_0_0to114,train,1,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpWWEJxTy1uSjJTVV8wXzB0bzExNA/result.json,VXBqO-nJ2SU_0_0to114.mp4,Open-Sora,8c9c5529061a25fd9d02dc0298590b72b567fa99b35d47c9e7a721c75267b9cc,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpWWEJxTy1uSjJTVV8wXzB0bzExNA/open_sora.mp4,7400378b03609300843deee41b191041bfc44e777416173cd3f7f73488591599,db8be3dff59dc2bd51ae9d2904a4f480b612f2a7dc43c523e4553555c6786b44,uniform_full_video,32,8,4,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1"",""objectron_bottle_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high"",""objectron_bottle_height_q01_q99_v1"":""medium""}",uniform_full_video_integer_v1,dataset_cc_by_4_0_component_partial
real::pbMoRiOMk7s_8_0to622,AIGVDBench,pbMoRiOMk7s_8_0to622,aigvdbench:pbMoRiOMk7s_8_0to622,train,0,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_cmVhbDo6cGJNb1JpT01rN3NfOF8wdG82MjI/result.json,pbMoRiOMk7s_8_0to622.mp4,,f356c737b5e07fed74195865871b168516d7e38d4d18789f36faf29149585aeb,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpwYk1vUmlPTWs3c184XzB0bzYyMg/real.mp4,b49f5601fe03df2dd13a8d2a8b3e96b80d98fce174eac3ed2451a0dc79746164,1967c1623978f31726b89d42ff3358f70101cab6eefa2bd8e978dccb9eeca260,uniform_full_video,32,8,4,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,dataset_cc_by_4_0_component_partial
open_sora::pbMoRiOMk7s_8_0to622,AIGVDBench,pbMoRiOMk7s_8_0to622,aigvdbench:pbMoRiOMk7s_8_0to622,train,1,/root/autodl-tmp/outputs/paper_core_r5b3/aigvdbench_pilot2k_residuals_v1/sid_b3Blbl9zb3JhOjpwYk1vUmlPTWs3c184XzB0bzYyMg/result.json,pbMoRiOMk7s_8_0to622.mp4,Open-Sora,f356c737b5e07fed74195865871b168516d7e38d4d18789f36faf29149585aeb,/root/autodl-tmp/datasets/aigvdbench_pilot_v1/videos_v2/train/gid_YWlndmRiZW5jaDpwYk1vUmlPTWs3c184XzB0bzYyMg/open_sora.mp4,7d8b21607ede49fbd80c42c8d89c217681117617a4514ed0f886dbad86deaeac,95c092954031617caec5278588179304431e2c6d06dc0e51981f3a98ea3223a4,uniform_full_video,32,8,4,739650c00470f9ed127cdcaa69460abc9d493f5e,c76ce5268887a3224e7ebd13fc1e5a44325f265148f84770774bf0bf7ff0bf80,paper_core_scale_priors_v1,6ce420b0af6ac913569f3d5599231dc2f89e0e7d180d1c1cec3180abfd8b055b,191a79154fb529fdd304f8cd7198c3c9f22c173e494eaff5e6ff43a27044bdc8,paper_core_canonical_axis_v1,78aedb8863999d17bddce1289828a1afdb98fc9ebf0092e047c7134f5e02a4dc,"[""kitti_person_height_q01_q99_v1""]","{""kitti_person_height_q01_q99_v1"":""high""}",uniform_full_video_integer_v1,dataset_cc_by_4_0_component_partial
